energyfamiliarity,currenthydrogen,currentgeothermal,currentsolar,currentcoal,currentnuclear,currenthydroelectric,currentoil,currentnaturalgas,stdevhydrogen,stdevgeothermal,stdevsolar,stdevcoal,stdevnuclear,stdevhydroelectric,stdevoil,stdevnaturalgas,avgstdevoff,avgoff,hydrogenoff,geothermaloff,solaroff,coaloff,nuclearoff,hydroelectricoff,oiloff,naturalgasoff,wanthydrogen,wantgeothermal,wantsolar,wantcoal,wantnuclear,wanthydroelectric,wantoil,wantnaturalgas,important,worry,personalimpact,futureimpact,age,race,gender,education,householdincome,state,zipcode,ideology,ideologystrength,party,sassy,difwanthydrogen,difwantgeothermal,difwantsolar,difwantcoal,difwantnuclear,difwanthydroelectric,difwantoil,difwantnaturalgas
About the Same,4,1,5,25,25,5,25,10,-0.059625464,-0.58485831,-0.563210768,0.235158419,1.323629883,-0.515220301,0.061800203,-0.729180913,0.509085533,7.25,4,0.6,2.3,-0.9,2.8,-1.2,24.5,-21.7,0,10,30,0,50,10,0,0,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,37,White,Man,Bachelor degree,"$100,000-$149,999",New York,10044,Liberal,Weakly,Independent,Alarmed,-4,9,25,-25,25,5,-25,-10
About the Same,5,10,5,25,15,15,15,10,0.108253313,1.047226318,-0.563210768,0.235158419,0.338913986,0.610298881,-0.55548737,-0.729180913,0.523466246,8.75,5,9.6,2.3,-0.9,-7.2,8.8,14.5,-21.7,0,30,50,0,0,20,0,0,Very Important,Somewhat Worried,Only a Little,A Moderate Amount,49,White,Woman,Bachelor degree,"$75,000-$99,999",Nebraska,68114,Liberal,Strongly,Democrat,Concerned,-5,20,45,-25,-15,5,-15,-10
About the Same,5,5,10,25,15,5,20,15,0.108253313,0.140512636,0.112955193,0.235158419,0.338913986,-0.515220301,-0.246843584,-0.364697327,0.257819345,7.8,5,4.6,7.3,-0.9,-7.2,-1.2,19.5,-16.7,20,20,25,0,15,20,0,0,Very Important,Somewhat Worried,A Moderate Amount,A Great Deal,24,White,Non-binary / Gender Non-conforming,High school diploma or GED,"$50,000-$74,999",Pennsylvania,15062,Liberal,Strongly,Green,Concerned,15,15,15,-25,0,15,-20,-15
Much Less Than,5,5,10,30,10,10,20,10,0.108253313,0.140512636,0.112955193,0.556946308,-0.153443962,0.04753929,-0.246843584,-0.729180913,0.2619594,9.775,5,4.6,7.3,4.1,-12.2,3.8,19.5,-21.7,0,20,50,0,30,0,0,0,Very Important,Somewhat Worried,A Moderate Amount,A Moderate Amount,30,White,Woman,Associates or technical degree,"$25,000-$49,999",Colorado,80487,Liberal,Moderately,Democrat,Concerned,-5,15,40,-30,20,-10,-20,-10
More Than,10,2,25,45,10,1,5,2,0.947647198,-0.403515574,2.141453079,1.522309978,-0.153443962,-0.965427974,-1.172774943,-1.312354651,1.07736592,13.075,10,1.6,22.3,19.1,-12.2,-5.2,4.5,-29.7,60,1,25,5,2,5,1,1,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,46,White,Man,Associates or technical degree,"Less than $25,000",Pennsylvania,16502,Conservative,Strongly,Republican,Concerned,50,-1,0,-40,-8,4,-4,-1
Less Than,2,0,5,40,5,3,30,15,-0.395383018,-0.766201047,-0.563210768,1.200522088,-0.645801911,-0.740324138,0.370443989,-0.364697327,0.630823036,10.675,2,-0.4,2.3,14.1,-17.2,-3.2,29.5,-16.7,40,0,25,0,20,15,0,0,Very Important,Not Very Worried,A Moderate Amount,Only a Little,26,White,Woman,Bachelor degree,"$100,000-$149,999",Wisconsin,53703,Liberal,Weakly,Democrat,Doubtful,38,0,20,-40,15,12,-30,-15
More Than,5,3,2,40,20,5,10,15,0.108253313,-0.222172837,-0.968910345,1.200522088,0.831271934,-0.515220301,-0.864131157,-0.364697327,0.634397413,6.5,5,2.6,-0.7,14.1,-2.2,-1.2,9.5,-16.7,10,10,50,0,10,20,0,0,Very Important,Very Worried,A Moderate Amount,A Great Deal,57,White,Man,Bachelor degree,"$75,000-$99,999",Pennsylvania,17098,Conservative,Moderately,Republican,Alarmed,5,7,48,-40,-10,15,-10,-15
About the Same,0,0,0,30,25,25,15,5,-0.731140572,-0.766201047,-1.23937673,0.556946308,1.323629883,1.735818064,-0.55548737,-1.093664499,1.000283059,8.75,0,-0.4,-2.7,4.1,2.8,18.8,14.5,-26.7,0,0,0,30,30,30,0,10,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,66,White,Woman,Graduate or professional degree ,"$25,000-$49,999",Georgia,30566,Conservative,Moderately,Republican,Cautious,0,0,0,0,5,5,-15,5
About the Same,3,2,10,25,1,2,7,50,-0.227504241,-0.403515574,0.112955193,0.235158419,-1.03968827,-0.852876056,-1.049317429,2.186687777,0.76346287,7.875,3,1.6,7.3,-0.9,-21.2,-4.2,6.5,18.3,0,0,50,0,50,0,0,0,Very Important,Very Worried,Only a Little,A Moderate Amount,37,White,Woman,Associates or technical degree,"$75,000-$99,999",South Dakota,57301,Liberal,Moderately,Democrat,Concerned,-3,-2,40,-25,49,-2,-7,-50
Much More Than,10,5,10,20,10,5,30,10,0.947647198,0.140512636,0.112955193,-0.086629471,-0.153443962,-0.515220301,0.370443989,-0.729180913,0.382004208,11.55,10,4.6,7.3,-5.9,-12.2,-1.2,29.5,-21.7,20,15,25,0,25,15,0,0,Not at all important,Not At All Worried,Not at All,Only a Little,47,White,Man,Associates or technical degree,"$75,000-$99,999",Oregon,97534,Moderate,Moderately,Independent,Doubtful,10,10,15,-20,15,10,-30,-10
Much More Than,20,20,30,30,30,20,40,40,2.626434968,2.860653684,2.817619041,0.556946308,1.815987831,1.173058473,0.987731562,1.457720605,1.787019059,17.55,20,19.6,27.3,4.1,7.8,13.8,39.5,8.3,10,20,60,30,30,40,50,60,Extremely Important,Very Worried,A Great Deal,A Great Deal,40,Black or African American,Man,Graduate or professional degree ,"$150,000 or more",South Dakota,57105,Liberal,Strongly,Democrat,Alarmed,-10,0,30,0,0,20,10,20
About the Same,0,0,10,20,20,10,20,20,-0.731140572,-0.766201047,0.112955193,-0.086629471,0.831271934,0.04753929,-0.246843584,-0.00021374,0.352849354,6.35,0,-0.4,7.3,-5.9,-2.2,3.8,19.5,-11.7,0,20,10,10,30,20,10,0,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,40,White,Man,Bachelor degree,"$100,000-$149,999",Maryland,20715,Moderate,Moderately,Independent,Cautious,0,20,0,-10,10,10,-10,-20
About the Same,5,5,5,20,10,5,25,25,0.108253313,0.140512636,-0.563210768,-0.086629471,-0.153443962,-0.515220301,0.061800203,0.364269846,0.249167563,7.8,5,4.6,2.3,-5.9,-12.2,-1.2,24.5,-6.7,40,10,40,0,0,10,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,69,White,Man,"Some college, but no degree","$25,000-$49,999",Ohio,45044,Liberal,Strongly,Democrat,Alarmed,35,5,35,-20,-10,5,-25,-25
About the Same,10,2,20,10,2,2,50,4,0.947647198,-0.403515574,1.465287117,-0.730205251,-0.94121668,-0.852876056,1.605019135,-1.166561216,1.014041028,18.3,10,1.6,17.3,-15.9,-20.2,-4.2,49.5,-27.7,0,0,50,0,0,0,50,0,Very Important,Very Worried,A Great Deal,A Great Deal,19,White,Woman,"Some college, but no degree","$150,000 or more",Michigan,48616,Liberal,Strongly,Democrat,Alarmed,-10,-2,30,-10,-2,-2,0,-4
About the Same,1,1,15,20,10,20,20,13,-0.563261795,-0.58485831,0.789121155,-0.086629471,-0.153443962,1.173058473,-0.246843584,-0.510490761,0.513463439,10.5,1,0.6,12.3,-5.9,-12.2,13.8,19.5,-18.7,20,20,25,0,15,20,0,0,Somewhat important,Not Very Worried,A Great Deal,A Great Deal,54,White,Man,Bachelor degree,"$100,000-$149,999",Oregon,97124,Liberal,Weakly,Democrat,Cautious,19,19,10,-20,5,0,-20,-13
About the Same,0,2,15,20,10,22,5,20,-0.731140572,-0.403515574,0.789121155,-0.086629471,-0.153443962,1.398162309,-1.172774943,-0.00021374,0.591875216,8,0,1.6,12.3,-5.9,-12.2,15.8,4.5,-11.7,20,5,30,0,15,20,0,10,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,66,White,Man,Bachelor degree,"$25,000-$49,999",California,92056,Liberal,Moderately,Democrat,Alarmed,20,3,15,-20,5,-2,-5,-10
About the Same,1,3,5,28,10,8,20,25,-0.563261795,-0.222172837,-0.563210768,0.428231152,-0.153443962,-0.177564546,-0.246843584,0.364269846,0.339874811,6.025,1,2.6,2.3,2.1,-12.2,1.8,19.5,-6.7,20,10,25,7,1,2,10,25,Somewhat important,Not Very Worried,Only a Little,A Moderate Amount,44,White,Woman,"Some college, but no degree","Less than $25,000",Arkansas,71901,Moderate,Weakly,None,Cautious,19,7,20,-21,-9,-6,-10,0
About the Same,0,0,1,5,14,0,40,40,-0.731140572,-0.766201047,-1.104143538,-1.051993141,0.240442396,-1.077979892,0.987731562,1.457720605,0.927169094,10.65,0,-0.4,-1.7,-20.9,-8.2,-6.2,39.5,8.3,0,0,60,0,0,40,0,0,Very Important,Somewhat Worried,Only a Little,A Great Deal,29,White,Woman,High school diploma or GED,"$50,000-$74,999",Michigan,48124,Liberal,Strongly,Democrat,Concerned,0,0,59,-5,-14,40,-40,-40
Less Than,5,5,10,10,5,10,20,35,0.108253313,0.140512636,0.112955193,-0.730205251,-0.645801911,0.04753929,-0.246843584,1.093237018,0.390668525,9.575,5,4.6,7.3,-15.9,-17.2,3.8,19.5,3.3,15,15,25,5,10,10,10,10,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,36,White,Man,"Some college, but no degree","$75,000-$99,999",Ohio,43537,Liberal,Moderately,Democrat,Cautious,10,10,15,-5,5,0,-10,-25
About the Same,5,10,10,5,20,15,10,25,0.108253313,1.047226318,0.112955193,-1.051993141,0.831271934,0.610298881,-0.864131157,0.364269846,0.623799973,8.75,5,9.6,7.3,-20.9,-2.2,8.8,9.5,-6.7,5,10,10,5,10,15,15,30,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,34,White,Woman,Bachelor degree,"$50,000-$74,999",Tennessee,37415,Conservative,Strongly,Republican,Concerned,0,0,0,0,-10,0,5,5
About the Same,0,0,10,30,0,10,20,30,-0.731140572,-0.766201047,0.112955193,0.556946308,-1.138159859,0.04753929,-0.246843584,0.728753432,0.541067411,7.375,0,-0.4,7.3,4.1,-22.2,3.8,19.5,-1.7,10,20,30,0,0,20,0,20,Very Important,Very Worried,A Moderate Amount,A Great Deal,30,"White,Hispanic, Latino, or Spanish origin",Woman,Bachelor degree,"$75,000-$99,999",Alabama,36207,Moderate,Moderately,Independent,Alarmed,10,20,20,-30,0,10,-20,-10
More Than,2,3,5,35,15,10,20,10,-0.395383018,-0.222172837,-0.563210768,0.878734198,0.338913986,0.04753929,-0.246843584,-0.729180913,0.427747324,8.525,2,2.6,2.3,9.1,-7.2,3.8,19.5,-21.7,0,10,35,0,35,20,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,35,White,Man,High school diploma or GED,"$50,000-$74,999",Texas,77336,Liberal,Strongly,Democrat,Alarmed,-2,7,30,-35,20,10,-20,-10
About the Same,5,5,10,30,5,5,15,25,0.108253313,0.140512636,0.112955193,0.556946308,-0.645801911,-0.515220301,-0.55548737,0.364269846,0.37493086,7.575,5,4.6,7.3,4.1,-17.2,-1.2,14.5,-6.7,0,5,30,5,20,30,5,5,Somewhat important,Very Worried,A Great Deal,A Great Deal,22,"White,Asian or Asian American",Woman,"Some college, but no degree",Prefer not to say,Pennsylvania,19104,Moderate,Moderately,Independent,Concerned,-5,0,20,-25,15,25,-10,-20
Much More Than,2,2,2,20,10,5,35,14,-0.395383018,-0.403515574,-0.968910345,-0.086629471,-0.153443962,-0.515220301,0.679087776,-0.437594044,0.454973061,9.475,2,1.6,-0.7,-5.9,-12.2,-1.2,34.5,-17.7,5,10,10,5,5,20,15,30,Not too important,Not Very Worried,Not at All,Only a Little,71,White,Man,Graduate or professional degree ,"$100,000-$149,999",Massachusetts,2111,Conservative,Moderately,Democrat,Doubtful,3,8,8,-15,-5,15,-20,16
About the Same,5,10,5,25,15,5,20,15,0.108253313,1.047226318,-0.563210768,0.235158419,0.338913986,-0.515220301,-0.246843584,-0.364697327,0.427440502,7.8,5,9.6,2.3,-0.9,-7.2,-1.2,19.5,-16.7,25,5,25,5,5,25,5,5,Not too important,Not Very Worried,Not at All,A Moderate Amount,27,White,Man,Bachelor degree,"$25,000-$49,999",Wisconsin,53593,Conservative,Moderately,Republican,Cautious,20,-5,20,-20,-10,20,-15,-10
Less Than,1,1,5,49,9,15,10,10,-0.563261795,-0.58485831,-0.563210768,1.77974029,-0.251915552,0.610298881,-0.864131157,-0.729180913,0.743324708,10.025,1,0.6,2.3,23.1,-13.2,8.8,9.5,-21.7,10,20,50,10,10,20,5,5,Not too important,Not At All Worried,Not at All,Only a Little,48,White,Man,Graduate or professional degree ,"$75,000-$99,999",North Carolina,28211,Moderate,Strongly,Independent,Doubtful,9,19,45,-39,1,5,-5,-5
About the Same,0,1,10,30,15,25,10,9,-0.731140572,-0.58485831,0.112955193,0.556946308,0.338913986,1.735818064,-0.864131157,-0.80207763,0.715855153,8.775,0,0.6,7.3,4.1,-7.2,18.8,9.5,-22.7,15,15,35,0,0,35,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,36,White,Man,Bachelor degree,"$100,000-$149,999",Oklahoma,74145,Conservative,Strongly,Republican,Alarmed,15,14,25,-30,-15,10,-10,-9
About the Same,2,2,12,26,2,10,20,26,-0.395383018,-0.403515574,0.383421578,0.299515997,-0.94121668,0.04753929,-0.246843584,0.437166563,0.394325285,7.775,2,1.6,9.3,0.1,-20.2,3.8,19.5,-5.7,25,15,25,0,0,25,0,10,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,52,White,Woman,Bachelor degree,"$150,000 or more",Texas,76132,Moderate,Strongly,Independent,Alarmed,23,13,13,-26,-2,15,-20,-16
About the Same,0,0,10,10,10,50,15,5,-0.731140572,-0.766201047,0.112955193,-0.730205251,-0.153443962,4.549616021,-0.55548737,-1.093664499,1.086589239,15.1,0,-0.4,7.3,-15.9,-12.2,43.8,14.5,-26.7,5,0,40,0,0,55,0,0,Somewhat important,Somewhat Worried,Only a Little,Only a Little,67,White,Man,Some high school or less,"Less than $25,000",Michigan,49337,Moderate,Moderately,None,Cautious,5,0,30,-10,-10,5,-15,-5
More Than,0,1,8,20,25,15,5,26,-0.731140572,-0.58485831,-0.157511191,-0.086629471,1.323629883,0.610298881,-1.172774943,0.437166563,0.638001227,4.2,0,0.6,5.3,-5.9,2.8,8.8,4.5,-5.7,0,5,30,0,45,20,0,0,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,32,White,Man,Graduate or professional degree ,"$100,000-$149,999",California,95819,Liberal,Moderately,Democrat,Alarmed,0,4,22,-20,20,5,-5,-26
About the Same,0,0,20,10,0,0,60,10,-0.731140572,-0.766201047,1.465287117,-0.730205251,-1.138159859,-1.077979892,2.222306708,-0.729180913,1.10755767,17.9,0,-0.4,17.3,-15.9,-22.2,-6.2,59.5,-21.7,5,5,20,0,40,20,0,10,Extremely Important,Very Worried,A Great Deal,A Great Deal,25,White,Woman,High school diploma or GED,"$50,000-$74,999",Puerto Rico,0,Moderate,Moderately,Independent,Alarmed,5,5,0,-10,40,20,-60,0
About the Same,1,1,1,65,1,1,25,5,-0.563261795,-0.58485831,-1.104143538,2.809461537,-1.03968827,-0.965427974,0.061800203,-1.093664499,1.027788266,15,1,0.6,-1.7,39.1,-21.2,-5.2,24.5,-26.7,0,30,30,0,40,0,0,0,Very Important,Somewhat Worried,A Moderate Amount,A Great Deal,38,White,Man,Bachelor degree,"$100,000-$149,999",California,92324,Liberal,Strongly,Democrat,Concerned,-1,29,29,-65,39,-1,-25,-5
About the Same,0,0,5,70,10,2,0,13,-0.731140572,-0.766201047,-0.563210768,3.131249427,-0.153443962,-0.852876056,-1.48141873,-0.510490761,1.023753915,10.3,0,-0.4,2.3,44.1,-12.2,-4.2,-0.5,-18.7,0,10,50,0,0,0,40,0,Very Important,Somewhat Worried,A Moderate Amount,A Moderate Amount,59,White,Man,High school diploma or GED,"Less than $25,000",Ohio,44129,Liberal,Moderately,Democrat,Concerned,0,10,45,-70,-10,-2,40,-13
Less Than,15,10,10,10,15,10,15,15,1.787041083,1.047226318,0.112955193,-0.730205251,0.338913986,0.04753929,-0.55548737,-0.364697327,0.623008227,11.25,15,9.6,7.3,-15.9,-7.2,3.8,14.5,-16.7,5,25,25,5,5,25,5,5,Very Important,Somewhat Worried,A Great Deal,A Great Deal,27,White,Man,Associates or technical degree,"$75,000-$99,999",Florida,34222,Liberal,Moderately,Independent,Alarmed,-10,15,15,-5,-10,15,-10,-10
About the Same,2,1,2,5,10,10,30,40,-0.395383018,-0.58485831,-0.968910345,-1.051993141,-0.153443962,0.04753929,0.370443989,1.457720605,0.628786583,9.75,2,0.6,-0.7,-20.9,-12.2,3.8,29.5,8.3,5,10,40,0,0,45,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,42,White,Woman,"Some college, but no degree","Less than $25,000",Utah,84401,Liberal,Strongly,Democrat,Alarmed,3,9,38,-5,-10,35,-30,-40
About the Same,1,1,3,45,10,0,0,40,-0.563261795,-0.58485831,-0.833677153,1.522309978,-0.153443962,-1.077979892,-1.48141873,1.457720605,0.959333803,6.025,1,0.6,0.3,19.1,-12.2,-6.2,-0.5,8.3,10,10,20,3,20,30,3,4,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,41,White,Woman,Graduate or professional degree ,"$150,000 or more",Alabama,35406,Liberal,Moderately,Democrat,Alarmed,9,9,17,-42,10,30,3,-36
Much More Than,0,0,20,25,5,10,0,40,-0.731140572,-0.766201047,1.465287117,0.235158419,-0.645801911,0.04753929,-1.48141873,1.457720605,0.853783461,6.05,0,-0.4,17.3,-0.9,-17.2,3.8,-0.5,8.3,0,0,10,0,75,0,0,15,Not at all important,Not At All Worried,Not at All,Not At All,54,White,Man,Associates or technical degree,"$150,000 or more",Kansas,67217,Conservative,Strongly,Republican,Dismissive,0,0,-10,-25,70,-10,0,-25
About the Same,15,5,5,10,10,15,20,20,1.787041083,0.140512636,-0.563210768,-0.730205251,-0.153443962,0.610298881,-0.246843584,-0.00021374,0.528971238,11.25,15,4.6,2.3,-15.9,-12.2,8.8,19.5,-11.7,5,10,20,10,20,20,10,5,Not too important,Not At All Worried,Not at All,Not At All,59,White,Woman,Bachelor degree,"$100,000-$149,999",Tennessee,38135,Conservative,Weakly,Republican,Dismissive,-10,5,15,0,10,5,-10,-15
More Than,1,1,2,35,20,2,15,24,-0.563261795,-0.58485831,-0.968910345,0.878734198,0.831271934,-0.852876056,-0.55548737,0.291373129,0.690846642,5,1,0.6,-0.7,9.1,-2.2,-4.2,14.5,-7.7,20,20,10,0,10,40,0,0,Very Important,Somewhat Worried,Only a Little,A Moderate Amount,22,White,Man,Bachelor degree,"$100,000-$149,999",New York,10001,Moderate,Moderately,Independent,Concerned,19,19,8,-35,-10,38,-15,-24
More Than,2,5,25,10,30,7,6,15,-0.395383018,0.140512636,2.141453079,-0.730205251,1.815987831,-0.290116465,-1.111046186,-0.364697327,0.873675224,9.45,2,4.6,22.3,-15.9,7.8,0.8,5.5,-16.7,20,2,50,0,5,20,0,3,Extremely Important,Very Worried,A Great Deal,A Great Deal,36,White,Man,Bachelor degree,"$100,000-$149,999",Illinois,60518,Liberal,Strongly,Democrat,Alarmed,18,-3,25,-10,-25,13,-6,-12
Less Than,18,12,13,7,18,5,2,25,2.290677414,1.409911791,0.518654771,-0.923277985,0.634328755,-0.515220301,-1.357961215,0.364269846,1.00178776,9.05,18,11.6,10.3,-18.9,-4.2,-1.2,1.5,-6.7,20,20,20,0,0,20,0,20,Somewhat important,Somewhat Worried,,,49,White,Man,Some high school or less,"$75,000-$99,999",New York,14127,Conservative,Weakly,Republican,,2,8,7,-7,-18,15,-2,-5
About the Same,1,2,8,50,13,2,6,18,-0.563261795,-0.403515574,-0.157511191,1.844097868,0.141970807,-0.852876056,-1.111046186,-0.146007175,0.652535831,8.075,1,1.6,5.3,24.1,-9.2,-4.2,5.5,-13.7,1,5,1,17,50,5,1,20,Somewhat important,Not At All Worried,Only a Little,Only a Little,54,White,Woman,Graduate or professional degree ,"$75,000-$99,999",Tennessee,37069,Conservative,Moderately,Republican,Doubtful,0,3,-7,-33,37,3,-5,2
About the Same,5,5,5,10,10,5,30,30,0.108253313,0.140512636,-0.563210768,-0.730205251,-0.153443962,-0.515220301,0.370443989,0.728753432,0.413755457,9.05,5,4.6,2.3,-15.9,-12.2,-1.2,29.5,-1.7,10,5,5,10,5,5,30,30,Not too important,Not At All Worried,Not at All,Not At All,53,White,Woman,"Some college, but no degree","$100,000-$149,999",Georgia,30144,Moderate,Strongly,Independent,Dismissive,5,0,0,0,-5,0,0,0
Less Than,2,2,15,30,3,3,30,15,-0.395383018,-0.403515574,0.789121155,0.556946308,-0.84274509,-0.740324138,0.370443989,-0.364697327,0.557897075,11.075,2,1.6,12.3,4.1,-19.2,-3.2,29.5,-16.7,0,0,0,50,0,0,50,0,Not at all important,Not At All Worried,Not at All,Not At All,46,White,Woman,High school diploma or GED,"$50,000-$74,999",Virginia,23669,Liberal,Moderately,Democrat,Dismissive,-2,-2,-15,20,-3,-3,20,-15
More Than,15,20,10,20,15,20,20,23,1.787041083,2.860653684,0.112955193,-0.086629471,0.338913986,1.173058473,-0.246843584,0.218476411,0.853071486,12.125,15,19.6,7.3,-5.9,-7.2,13.8,19.5,-8.7,20,20,20,25,5,25,30,30,Somewhat important,Not Very Worried,Only a Little,A Moderate Amount,65,White,Woman,"Some college, but no degree","$25,000-$49,999",Ohio,44107,Conservative,Strongly,Republican,Cautious,5,0,10,5,-10,5,10,7
More Than,2,5,5,10,10,3,15,50,-0.395383018,0.140512636,-0.563210768,-0.730205251,-0.153443962,-0.740324138,-0.55548737,2.186687777,0.683156865,9.125,2,4.6,2.3,-15.9,-12.2,-3.2,14.5,18.3,0,0,20,0,0,50,0,30,Very Important,Very Worried,A Moderate Amount,A Great Deal,37,Black or African American,Man,"Some college, but no degree","$75,000-$99,999",Texas,77802,Liberal,Strongly,Democrat,Alarmed,-2,-5,15,-10,-10,47,-15,-20
About the Same,5,2,1,20,30,35,5,2,0.108253313,-0.403515574,-1.104143538,-0.086629471,1.815987831,2.861337247,-1.172774943,-1.312354651,1.108124571,10.625,5,1.6,-1.7,-5.9,7.8,28.8,4.5,-29.7,0,30,50,0,10,10,0,0,Very Important,Very Worried,A Great Deal,A Great Deal,59,White,Non-binary / Gender Non-conforming,"Some college, but no degree","Less than $25,000",Georgia,31210,Liberal,Strongly,Democrat,Alarmed,-5,28,49,-20,-20,-25,-5,-2
About the Same,0,5,3,25,30,5,7,25,-0.731140572,0.140512636,-0.833677153,0.235158419,1.815987831,-0.515220301,-1.049317429,0.364269846,0.710660523,3.5,0,4.6,0.3,-0.9,7.8,-1.2,6.5,-6.7,5,15,10,2,25,10,3,30,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,56,Asian or Asian American,Man,"Some college, but no degree","$50,000-$74,999",Massachusetts,2130,Liberal,Moderately,Democrat,Concerned,5,10,7,-23,-5,5,-4,5
About the Same,0,3,9,33,17,5,19,14,-0.731140572,-0.222172837,-0.022277999,0.750019042,0.535857165,-0.515220301,-0.308572341,-0.437594044,0.440356788,7.325,0,2.6,6.3,7.1,-5.2,-1.2,18.5,-17.7,0,10,55,0,25,0,0,10,Extremely Important,Somewhat Worried,,A Great Deal,34,White,Man,High school diploma or GED,"$25,000-$49,999",Michigan,48843,Moderate,Moderately,Independent,,0,7,46,-33,8,-5,-19,-4
About the Same,3,4,10,30,15,15,13,10,-0.227504241,-0.040830101,0.112955193,0.556946308,0.338913986,0.610298881,-0.678944885,-0.729180913,0.411946814,8.525,3,3.6,7.3,4.1,-7.2,8.8,12.5,-21.7,10,10,30,0,30,20,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,35,White,Man,Graduate or professional degree ,"$25,000-$49,999",Arizona,85258,Conservative,Strongly,Republican,Alarmed,7,6,20,-30,15,5,-13,-10
About the Same,1,5,5,25,20,9,5,30,-0.563261795,0.140512636,-0.563210768,0.235158419,0.831271934,-0.065012628,-1.172774943,0.728753432,0.537494569,2.5,1,4.6,2.3,-0.9,-2.2,2.8,4.5,-1.7,10,12,8,0,5,50,0,15,Extremely Important,Very Worried,A Great Deal,A Great Deal,36,White,Man,High school diploma or GED,"Less than $25,000",Oklahoma,73568,Moderate,Moderately,Independent,Alarmed,9,7,3,-25,-15,41,-5,-15
More Than,0,15,5,20,5,5,30,20,-0.731140572,1.953940001,-0.563210768,-0.086629471,-0.645801911,-0.515220301,0.370443989,-0.00021374,0.608325094,10.3,0,14.6,2.3,-5.9,-17.2,-1.2,29.5,-11.7,10,10,10,5,5,25,10,25,Extremely Important,Somewhat Worried,A Moderate Amount,A Great Deal,60,White,Woman,Associates or technical degree,"$50,000-$74,999",Kentucky,41004,Conservative,Moderately,Democrat,Alarmed,10,-5,5,-15,0,20,-20,5
About the Same,5,10,10,15,10,10,20,20,0.108253313,1.047226318,0.112955193,-0.408417361,-0.153443962,0.04753929,-0.246843584,-0.00021374,0.265611595,10,5,9.6,7.3,-10.9,-12.2,3.8,19.5,-11.7,10,30,30,0,0,10,5,15,Not at all important,Not Very Worried,Only a Little,Only a Little,44,White,Man,"Some college, but no degree","$50,000-$74,999",Ohio,44612,Liberal,Strongly,Democrat,Doubtful,5,20,20,-15,-10,0,-15,-5
About the Same,15,2,5,5,20,6,40,7,1.787041083,-0.403515574,-0.563210768,-1.051993141,0.831271934,-0.402668383,0.987731562,-0.947871065,0.871912939,13.3,15,1.6,2.3,-20.9,-2.2,-0.2,39.5,-24.7,40,10,40,0,10,0,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,32,White,Woman,Bachelor degree,"$50,000-$74,999",Iowa,51106,Liberal,Strongly,Democrat,Alarmed,25,8,35,-5,-10,-6,-40,-7
